t;alpha;omega
59.1; 3.14; 3.50004e-16
59.15; 3.14; 3.50004e-16
59.15; 3.14; 3.50004e-16
59.2; 3.14; 3.50004e-16
59.2; 3.14; 3.50004e-16
59.25; 3.14; 3.50004e-16
59.25; 3.14; 3.50004e-16
59.3; 3.14; 3.50004e-16
59.3; 3.14; 3.50004e-16
59.35; 3.14; 3.50004e-16
59.35; 3.14; 3.50004e-16
59.4; 3.14; 3.50004e-16
59.4; 3.14; 3.50004e-16
59.45; 3.14; 3.50004e-16
59.45; 3.14; 3.50004e-16
59.5; 3.14; 3.50004e-16
59.5; 3.14; 3.50004e-16
59.55; 3.14; 3.50004e-16
59.55; 3.14; 3.50004e-16
59.6; 3.14; 3.50004e-16
59.6; 3.14; 3.50004e-16
59.65; 3.14; 3.50004e-16
59.65; 3.14; 3.50004e-16
59.7; 3.14; 3.50004e-16
59.7; 3.14; 3.50004e-16
59.75; 3.14; 3.50004e-16
59.75; 3.14; 3.50004e-16
59.8; 3.14; 3.50004e-16
59.8; 3.14; 3.50004e-16
59.85; 3.14; 3.50004e-16
59.85; 3.14; 3.50004e-16
59.9; 3.14; 3.50004e-16
59.9; 3.14; 3.50004e-16
59.95; 3.14; 3.50004e-16
59.95; 3.14; 3.50004e-16
60; 3.14; 3.50004e-16
60; 3.14; 3.50004e-16
60.05; 3.14; 3.50004e-16
60.05; 3.14; 3.50004e-16
60.1; 3.14; 3.50004e-16
60.1; 3.14; 3.50004e-16
60.15; 3.14; 3.50004e-16
60.15; 3.14; 3.50004e-16
60.2; 3.14; 3.50004e-16
60.2; 3.14; 3.50004e-16
60.25; 3.14; 3.50004e-16
60.25; 3.14; 3.50004e-16
60.3; 3.14; 3.50004e-16
60.3; 3.14; 3.50004e-16
60.35; 3.14; 3.50004e-16
60.35; 3.14; 3.50004e-16
60.4; 3.14; 3.50004e-16
60.4; 3.14; 3.50004e-16
60.45; 3.14; 3.50004e-16
60.45; 3.14; 3.50004e-16
60.5; 3.14; 3.50004e-16
60.5; 3.14; 3.50004e-16
60.55; 3.14; 3.50004e-16
60.55; 3.14; 3.50004e-16
60.6; 3.14; 3.50004e-16
60.6; 3.14; 3.50004e-16
60.65; 3.14; 3.50004e-16
60.65; 3.14; 3.50004e-16
60.7; 3.14; 3.50004e-16
60.7; 3.14; 3.50004e-16
60.75; 3.14; 3.50004e-16
60.75; 3.14; 3.50004e-16
60.8; 3.14; 3.50004e-16
60.8; 3.14; 3.50004e-16
60.85; 3.14; 3.50004e-16
60.85; 3.14; 3.50004e-16
60.9; 3.14; 3.50004e-16
60.9; 3.14; 3.50004e-16
60.95; 3.14; 3.50004e-16
60.95; 3.14; 3.50004e-16
61; 3.14; 3.50004e-16
61; 3.14; 3.50004e-16
61.05; 3.14; 3.50004e-16
61.05; 3.14; 3.50004e-16
61.1; 3.14; 3.50004e-16
61.1; 3.14; 3.50004e-16
61.15; 3.14; 3.50004e-16
61.15; 3.14; 3.50004e-16
61.2; 3.14; 3.50004e-16
61.2; 3.14; 3.50004e-16
61.25; 3.14; 3.50004e-16
61.25; 3.14; 3.50004e-16
61.3; 3.14; 3.50004e-16
61.3; 3.14; 3.50004e-16
61.35; 3.14; 3.50004e-16
61.35; 3.14; 3.50004e-16
61.4; 3.14; 3.50004e-16
61.4; 3.14; 3.50004e-16
61.45; 3.14; 3.50004e-16
61.45; 3.14; 3.50004e-16
61.5; 3.14; 3.50004e-16
61.5; 3.14; 3.50004e-16
61.55; 3.14; 3.50004e-16
61.55; 3.14; 3.50004e-16
61.6; 3.14; 3.50004e-16
61.6; 3.14; 3.50004e-16
61.65; 3.14; 3.50004e-16
61.65; 3.14; 3.50004e-16
61.7; 3.14; 3.50004e-16
61.7; 3.14; 3.50004e-16
61.75; 3.14; 3.50004e-16
61.75; 3.14; 3.50004e-16
61.8; 3.14; 3.50004e-16
61.8; 3.14; 3.50004e-16
61.85; 3.14; 3.50004e-16
61.85; 3.14; 3.50004e-16
61.9; 3.14; 3.50004e-16
61.9; 3.14; 3.50004e-16
61.95; 3.14; 3.50004e-16
61.95; 3.14; 3.50004e-16
62; 3.14; 3.50004e-16
62; 3.14; 3.50004e-16
62.05; 3.14; 3.50004e-16
62.05; 3.14; 3.50004e-16
62.1; 3.14; 3.50004e-16
62.1; 3.14; 3.50004e-16
62.15; 3.14; 3.50004e-16
62.15; 3.14; 3.50004e-16
62.2; 3.14; 3.50004e-16
62.2; 3.14; 3.50004e-16
62.25; 3.14; 3.50004e-16
62.25; 3.14; 3.50004e-16
62.3; 3.14; 3.50004e-16
62.3; 3.14; 3.50004e-16
62.35; 3.14; 3.50004e-16
62.35; 3.14; 3.50004e-16
62.4; 3.14; 3.50004e-16
62.4; 3.14; 3.50004e-16
62.45; 3.14; 3.50004e-16
62.45; 3.14; 3.50004e-16
62.5; 3.14; 3.50004e-16
62.5; 3.14; 3.50004e-16
62.55; 3.14; 3.50004e-16
62.55; 3.14; 3.50004e-16
62.6; 3.14; 3.50004e-16
62.6; 3.14; 3.50004e-16
62.65; 3.14; 3.50004e-16
62.65; 3.14; 3.50004e-16
62.7; 3.14; 3.50004e-16
62.7; 3.14; 3.50004e-16
62.75; 3.14; 3.50004e-16
62.75; 3.14; 3.50004e-16
62.8; 3.14; 3.50004e-16
62.8; 3.14; 3.50004e-16
62.85; 3.14; 3.50004e-16
62.85; 3.14; 3.50004e-16
62.9; 3.14; 3.50004e-16
62.9; 3.14; 3.50004e-16
62.95; 3.14; 3.50004e-16
62.95; 3.14; 3.50004e-16
63; 3.14; 3.50004e-16
63; 3.14; 3.50004e-16
63.05; 3.14; 3.50004e-16
63.05; 3.14; 3.50004e-16
63.1; 3.14; 3.50004e-16
63.1; 3.14; 3.50004e-16
63.15; 3.14; 3.50004e-16
63.15; 3.14; 3.50004e-16
63.2; 3.14; 3.50004e-16
63.2; 3.14; 3.50004e-16
63.25; 3.14; 3.50004e-16
63.25; 3.14; 3.50004e-16
63.3; 3.14; 3.50004e-16
63.3; 3.14; 3.50004e-16
63.35; 3.14; 3.50004e-16
63.35; 3.14; 3.50004e-16
63.4; 3.14; 3.50004e-16
63.4; 3.14; 3.50004e-16
63.45; 3.14; 3.50004e-16
63.45; 3.14; 3.50004e-16
63.5; 3.14; 3.50004e-16
63.5; 3.14; 3.50004e-16
63.55; 3.14; 3.50004e-16
63.55; 3.14; 3.50004e-16
63.6; 3.14; 3.50004e-16
63.6; 3.14; 3.50004e-16
63.65; 3.14; 3.50004e-16
63.65; 3.14; 3.50004e-16
63.7; 3.14; 3.50004e-16
63.7; 3.14; 3.50004e-16
63.75; 3.14; 3.50004e-16
63.75; 3.14; 3.50004e-16
63.8; 3.14; 3.50004e-16
63.8; 3.14; 3.50004e-16
63.85; 3.14; 3.50004e-16
63.85; 3.14; 3.50004e-16
63.9; 3.14; 3.50004e-16
63.9; 3.14; 3.50004e-16
63.95; 3.14; 3.50004e-16
63.95; 3.14; 3.50004e-16
64; 3.14; 3.50004e-16
64; 3.14; 3.50004e-16
64.05; 3.14; 3.50004e-16
64.05; 3.14; 3.50004e-16
64.1; 3.14; 3.50004e-16
64.1; 3.14; 3.50004e-16
64.15; 3.14; 3.50004e-16
64.15; 3.14; 3.50004e-16
64.2; 3.14; 3.50004e-16
64.2; 3.14; 3.50004e-16
64.25; 3.14; 3.50004e-16
64.25; 3.14; 3.50004e-16
64.3; 3.14; 3.50004e-16
64.3; 3.14; 3.50004e-16
64.35; 3.14; 3.50004e-16
64.35; 3.14; 3.50004e-16
64.4; 3.14; 3.50004e-16
64.4; 3.14; 3.50004e-16
64.45; 3.14; 3.50004e-16
64.45; 3.14; 3.50004e-16
64.5; 3.14; 3.50004e-16
64.5; 3.14; 3.50004e-16
64.55; 3.14; 3.50004e-16
64.55; 3.14; 3.50004e-16
64.6; 3.14; 3.50004e-16
64.6; 3.14; 3.50004e-16
64.65; 3.14; 3.50004e-16
64.65; 3.14; 3.50004e-16
64.7; 3.14; 3.50004e-16
64.7; 3.14; 3.50004e-16
64.75; 3.14; 3.50004e-16
64.75; 3.14; 3.50004e-16
64.8; 3.14; 3.50004e-16
64.8; 3.14; 3.50004e-16
64.85; 3.14; 3.50004e-16
64.85; 3.14; 3.50004e-16
64.9; 3.14; 3.50004e-16
64.9; 3.14; 3.50004e-16
64.95; 3.14; 3.50004e-16
64.95; 3.14; 3.50004e-16
65; 3.14; 3.50004e-16
65; 3.14; 3.50004e-16
65.05; 3.14; 3.50004e-16
65.05; 3.14; 3.50004e-16
65.1; 3.14; 3.50004e-16
65.1; 3.14; 3.50004e-16
65.15; 3.14; 3.50004e-16
65.15; 3.14; 3.50004e-16
65.2; 3.14; 3.50004e-16
65.2; 3.14; 3.50004e-16
65.25; 3.14; 3.50004e-16
65.25; 3.14; 3.50004e-16
65.3; 3.14; 3.50004e-16
65.3; 3.14; 3.50004e-16
65.35; 3.14; 3.50004e-16
65.35; 3.14; 3.50004e-16
65.4; 3.14; 3.50004e-16
65.4; 3.14; 3.50004e-16
65.45; 3.14; 3.50004e-16
65.45; 3.14; 3.50004e-16
65.5; 3.14; 3.50004e-16
65.5; 3.14; 3.50004e-16
65.55; 3.14; 3.50004e-16
65.55; 3.14; 3.50004e-16
65.6; 3.14; 3.50004e-16
65.6; 3.14; 3.50004e-16
65.65; 3.14; 3.50004e-16
65.65; 3.14; 3.50004e-16
65.7; 3.14; 3.50004e-16
65.7; 3.14; 3.50004e-16
65.75; 3.14; 3.50004e-16
65.75; 3.14; 3.50004e-16
65.8; 3.14; 3.50004e-16
65.8; 3.14; 3.50004e-16
65.85; 3.14; 3.50004e-16
65.85; 3.14; 3.50004e-16
65.9; 3.14; 3.50004e-16
65.9; 3.14; 3.50004e-16
65.95; 3.14; 3.50004e-16
65.95; 3.14; 3.50004e-16
66; 3.14; 3.50004e-16
66; 3.14; 3.50004e-16
66.05; 3.14; 3.50004e-16
66.05; 3.14; 3.50004e-16
66.1; 3.14; 3.50004e-16
66.1; 3.14; 3.50004e-16
66.15; 3.14; 3.50004e-16
66.15; 3.14; 3.50004e-16
66.2; 3.14; 3.50004e-16
66.2; 3.14; 3.50004e-16
66.25; 3.14; 3.50004e-16
66.25; 3.14; 3.50004e-16
66.3; 3.14; 3.50004e-16
66.3; 3.14; 3.50004e-16
66.35; 3.14; 3.50004e-16
66.35; 3.14; 3.50004e-16
66.4; 3.14; 3.50004e-16
66.4; 3.14; 3.50004e-16
66.45; 3.14; 3.50004e-16
66.45; 3.14; 3.50004e-16
66.5; 3.14; 3.50004e-16
66.5; 3.14; 3.50004e-16
66.55; 3.14; 3.50004e-16
66.55; 3.14; 3.50004e-16
66.6; 3.14; 3.50004e-16
66.6; 3.14; 3.50004e-16
66.65; 3.14; 3.50004e-16
66.65; 3.14; 3.50004e-16
66.7; 3.14; 3.50004e-16
66.7; 3.14; 3.50004e-16
66.75; 3.14; 3.50004e-16
66.75; 3.14; 3.50004e-16
66.8; 3.14; 3.50004e-16
66.8; 3.14; 3.50004e-16
66.85; 3.14; 3.50004e-16
66.85; 3.14; 3.50004e-16
66.9; 3.14; 3.50004e-16
66.9; 3.14; 3.50004e-16
66.95; 3.14; 3.50004e-16
66.95; 3.14; 3.50004e-16
67; 3.14; 3.50004e-16
67; 3.14; 3.50004e-16
67.05; 3.14; 3.50004e-16
67.05; 3.14; 3.50004e-16
67.1; 3.14; 3.50004e-16
67.1; 3.14; 3.50004e-16
67.15; 3.14; 3.50004e-16
67.15; 3.14; 3.50004e-16
67.2; 3.14; 3.50004e-16
67.2; 3.14; 3.50004e-16
67.25; 3.14; 3.50004e-16
67.25; 3.14; 3.50004e-16
67.3; 3.14; 3.50004e-16
67.3; 3.14; 3.50004e-16
67.35; 3.14; 3.50004e-16
67.35; 3.14; 3.50004e-16
67.4; 3.14; 3.50004e-16
67.4; 3.14; 3.50004e-16
67.45; 3.14; 3.50004e-16
67.45; 3.14; 3.50004e-16
67.5; 3.14; 3.50004e-16
67.5; 3.14; 3.50004e-16
67.55; 3.14; 3.50004e-16
67.55; 3.14; 3.50004e-16
67.6; 3.14; 3.50004e-16
67.6; 3.14; 3.50004e-16
67.65; 3.14; 3.50004e-16
67.65; 3.14; 3.50004e-16
67.7; 3.14; 3.50004e-16
67.7; 3.14; 3.50004e-16
67.75; 3.14; 3.50004e-16
67.75; 3.14; 3.50004e-16
67.8; 3.14; 3.50004e-16
67.8; 3.14; 3.50004e-16
67.85; 3.14; 3.50004e-16
67.85; 3.14; 3.50004e-16
67.9; 3.14; 3.50004e-16
67.9; 3.14; 3.50004e-16
67.95; 3.14; 3.50004e-16
67.95; 3.14; 3.50004e-16
68; 3.14; 3.50004e-16
68; 3.14; 3.50004e-16
68.05; 3.14; 3.50004e-16
68.05; 3.14; 3.50004e-16
68.1; 3.14; 3.50004e-16
68.1; 3.14; 3.50004e-16
68.15; 3.14; 3.50004e-16
68.15; 3.14; 3.50004e-16
68.2; 3.14; 3.50004e-16
68.2; 3.14; 3.50004e-16
68.25; 3.14; 3.50004e-16
68.25; 3.14; 3.50004e-16
68.3; 3.14; 3.50004e-16
68.3; 3.14; 3.50004e-16
68.35; 3.14; 3.50004e-16
68.35; 3.14; 3.50004e-16
68.4; 3.14; 3.50004e-16
68.4; 3.14; 3.50004e-16
68.45; 3.14; 3.50004e-16
68.45; 3.14; 3.50004e-16
68.5; 3.14; 3.50004e-16
68.5; 3.14; 3.50004e-16
68.55; 3.14; 3.50004e-16
68.55; 3.14; 3.50004e-16
68.6; 3.14; 3.50004e-16
68.6; 3.14; 3.50004e-16
68.65; 3.14; 3.50004e-16
68.65; 3.14; 3.50004e-16
68.7; 3.14; 3.50004e-16
68.7; 3.14; 3.50004e-16
68.75; 3.14; 3.50004e-16
68.75; 3.14; 3.50004e-16
68.8; 3.14; 3.50004e-16
68.8; 3.14; 3.50004e-16
68.85; 3.14; 3.50004e-16
68.85; 3.14; 3.50004e-16
68.9; 3.14; 3.50004e-16
68.9; 3.14; 3.50004e-16
68.95; 3.14; 3.50004e-16
68.95; 3.14; 3.50004e-16
69; 3.14; 3.50004e-16
69; 3.14; 3.50004e-16
69.05; 3.14; 3.50004e-16
69.05; 3.14; 3.50004e-16
69.1; 3.14; 3.50004e-16
69.1; 3.14; 3.50004e-16
69.15; 3.14; 3.50004e-16
69.15; 3.14; 3.50004e-16
69.2; 3.14; 3.50004e-16
69.2; 3.14; 3.50004e-16
69.25; 3.14; 3.50004e-16
69.25; 3.14; 3.50004e-16
69.3; 3.14; 3.50004e-16
69.3; 3.14; 3.50004e-16
69.35; 3.14; 3.50004e-16
69.35; 3.14; 3.50004e-16
69.4; 3.14; 3.50004e-16
69.4; 3.14; 3.50004e-16
69.45; 3.14; 3.50004e-16
69.45; 3.14; 3.50004e-16
69.5; 3.14; 3.50004e-16
69.5; 3.14; 3.50004e-16
69.55; 3.14; 3.50004e-16
69.55; 3.14; 3.50004e-16
69.6; 3.14; 3.50004e-16
69.6; 3.14; 3.50004e-16
69.65; 3.14; 3.50004e-16
69.65; 3.14; 3.50004e-16
69.7; 3.14; 3.50004e-16
69.7; 3.14; 3.50004e-16
69.75; 3.14; 3.50004e-16
69.75; 3.14; 3.50004e-16
69.8; 3.14; 3.50004e-16
69.8; 3.14; 3.50004e-16
69.85; 3.14; 3.50004e-16
69.85; 3.14; 3.50004e-16
69.9; 3.14; 3.50004e-16
69.9; 3.14; 3.50004e-16
69.95; 3.14; 3.50004e-16
69.95; 3.14; 3.50004e-16
70; 3.14; 3.50004e-16
70; 3.14; 3.50004e-16
70.05; 3.14; 3.50004e-16
70.05; 3.14; 3.50004e-16
70.1; 3.14; 3.50004e-16
70.1; 3.14; 3.50004e-16
70.15; 3.14; 3.50004e-16
70.15; 3.14; 3.50004e-16
70.2; 3.14; 3.50004e-16
70.2; 3.14; 3.50004e-16
70.25; 3.14; 3.50004e-16
70.25; 3.14; 3.50004e-16
70.3; 3.14; 3.50004e-16
70.3; 3.14; 3.50004e-16
70.35; 3.14; 3.50004e-16
70.35; 3.14; 3.50004e-16
70.4; 3.14; 3.50004e-16
70.4; 3.14; 3.50004e-16
70.45; 3.14; 3.50004e-16
70.45; 3.14; 3.50004e-16
70.5; 3.14; 3.50004e-16
70.5; 3.14; 3.50004e-16
70.55; 3.14; 3.50004e-16
70.55; 3.14; 3.50004e-16
70.6; 3.14; 3.50004e-16
70.6; 3.14; 3.50004e-16
70.65; 3.14; 3.50004e-16
70.65; 3.14; 3.50004e-16
70.7; 3.14; 3.50004e-16
70.7; 3.14; 3.50004e-16
70.75; 3.14; 3.50004e-16
70.75; 3.14; 3.50004e-16
70.8; 3.14; 3.50004e-16
70.8; 3.14; 3.50004e-16
70.85; 3.14; 3.50004e-16
70.85; 3.14; 3.50004e-16
70.9; 3.14; 3.50004e-16
70.9; 3.14; 3.50004e-16
70.95; 3.14; 3.50004e-16
70.95; 3.14; 3.50004e-16
71; 3.14; 3.50004e-16
71; 3.14; 3.50004e-16
71.05; 3.14; 3.50004e-16
71.05; 3.14; 3.50004e-16
71.1; 3.14; 3.50004e-16
71.1; 3.14; 3.50004e-16
71.15; 3.14; 3.50004e-16
71.15; 3.14; 3.50004e-16
71.2; 3.14; 3.50004e-16
71.2; 3.14; 3.50004e-16
71.25; 3.14; 3.50004e-16
71.25; 3.14; 3.50004e-16
71.3; 3.14; 3.50004e-16
71.3; 3.14; 3.50004e-16
71.35; 3.14; 3.50004e-16
71.35; 3.14; 3.50004e-16
71.4; 3.14; 3.50004e-16
71.4; 3.14; 3.50004e-16
71.45; 3.14; 3.50004e-16
71.45; 3.14; 3.50004e-16
71.5; 3.14; 3.50004e-16
71.5; 3.14; 3.50004e-16
71.55; 3.14; 3.50004e-16
71.55; 3.14; 3.50004e-16
71.6; 3.14; 3.50004e-16
71.6; 3.14; 3.50004e-16
71.65; 3.14; 3.50004e-16
71.65; 3.14; 3.50004e-16
71.7; 3.14; 3.50004e-16
71.7; 3.14; 3.50004e-16
71.75; 3.14; 3.50004e-16
71.75; 3.14; 3.50004e-16
71.8; 3.14; 3.50004e-16
71.8; 3.14; 3.50004e-16
71.85; 3.14; 3.50004e-16
71.85; 3.14; 3.50004e-16
71.9; 3.14; 3.50004e-16
71.9; 3.14; 3.50004e-16
71.95; 3.14; 3.50004e-16
71.95; 3.14; 3.50004e-16
72; 3.14; 3.50004e-16
72; 3.14; 3.50004e-16
72.05; 3.14; 3.50004e-16
72.05; 3.14; 3.50004e-16
72.1; 3.14; 3.50004e-16
72.1; 3.14; 3.50004e-16
72.15; 3.14; 3.50004e-16
72.15; 3.14; 3.50004e-16
72.2; 3.14; 3.50004e-16
72.2; 3.14; 3.50004e-16
72.25; 3.14; 3.50004e-16
72.25; 3.14; 3.50004e-16
72.3; 3.14; 3.50004e-16
72.3; 3.14; 3.50004e-16
72.35; 3.14; 3.50004e-16
72.35; 3.14; 3.50004e-16
72.4; 3.14; 3.50004e-16
72.4; 3.14; 3.50004e-16
72.45; 3.14; 3.50004e-16
72.45; 3.14; 3.50004e-16
72.5; 3.14; 3.50004e-16
72.5; 3.14; 3.50004e-16
72.55; 3.14; 3.50004e-16
72.55; 3.14; 3.50004e-16
72.6; 3.14; 3.50004e-16
72.6; 3.14; 3.50004e-16
72.65; 3.14; 3.50004e-16
72.65; 3.14; 3.50004e-16
72.7; 3.14; 3.50004e-16
72.7; 3.14; 3.50004e-16
72.75; 3.14; 3.50004e-16
72.75; 3.14; 3.50004e-16
72.8; 3.14; 3.50004e-16
72.8; 3.14; 3.50004e-16
72.85; 3.14; 3.50004e-16
72.85; 3.14; 3.50004e-16
72.9; 3.14; 3.50004e-16
72.9; 3.14; 3.50004e-16
72.95; 3.14; 3.50004e-16
72.95; 3.14; 3.50004e-16
73; 3.14; 3.50004e-16
73; 3.14; 3.50004e-16
73.05; 3.14; 3.50004e-16
73.05; 3.14; 3.50004e-16
73.1; 3.14; 3.50004e-16
73.1; 3.14; 3.50004e-16
73.15; 3.14; 3.50004e-16
73.15; 3.14; 3.50004e-16
73.2; 3.14; 3.50004e-16
73.2; 3.14; 3.50004e-16
73.25; 3.14; 3.50004e-16
73.25; 3.14; 3.50004e-16
73.3; 3.14; 3.50004e-16
73.3; 3.14; 3.50004e-16
73.35; 3.14; 3.50004e-16
73.35; 3.14; 3.50004e-16
73.4; 3.14; 3.50004e-16
73.4; 3.14; 3.50004e-16
73.45; 3.14; 3.50004e-16
73.45; 3.14; 3.50004e-16
73.5; 3.14; 3.50004e-16
73.5; 3.14; 3.50004e-16
73.55; 3.14; 3.50004e-16
73.55; 3.14; 3.50004e-16
73.6; 3.14; 3.50004e-16
73.6; 3.14; 3.50004e-16
73.65; 3.14; 3.50004e-16
73.65; 3.14; 3.50004e-16
73.7; 3.14; 3.50004e-16
73.7; 3.14; 3.50004e-16
73.75; 3.14; 3.50004e-16
73.75; 3.14; 3.50004e-16
73.8; 3.14; 3.50004e-16
73.8; 3.14; 3.50004e-16
73.85; 3.14; 3.50004e-16
73.85; 3.14; 3.50004e-16
73.9; 3.14; 3.50004e-16
73.9; 3.14; 3.50004e-16
73.95; 3.14; 3.50004e-16
73.95; 3.14; 3.50004e-16
74; 3.14; 3.50004e-16
74; 3.14; 3.50004e-16
74.05; 3.14; 3.50004e-16
74.05; 3.14; 3.50004e-16
74.1; 3.14; 3.50004e-16
74.1; 3.14; 3.50004e-16
74.15; 3.14; 3.50004e-16
74.15; 3.14; 3.50004e-16
74.2; 3.14; 3.50004e-16
74.2; 3.14; 3.50004e-16
74.25; 3.14; 3.50004e-16
74.25; 3.14; 3.50004e-16
74.3; 3.14; 3.50004e-16
74.3; 3.14; 3.50004e-16
74.35; 3.14; 3.50004e-16
74.35; 3.14; 3.50004e-16
74.4; 3.14; 3.50004e-16
74.4; 3.14; 3.50004e-16
74.45; 3.14; 3.50004e-16
74.45; 3.14; 3.50004e-16
74.5; 3.14; 3.50004e-16
74.5; 3.14; 3.50004e-16
74.55; 3.14; 3.50004e-16
74.55; 3.14; 3.50004e-16
74.6; 3.14; 3.50004e-16
74.6; 3.14; 3.50004e-16
74.65; 3.14; 3.50004e-16
74.65; 3.14; 3.50004e-16
74.7; 3.14; 3.50004e-16
74.7; 3.14; 3.50004e-16
74.75; 3.14; 3.50004e-16
74.75; 3.14; 3.50004e-16
74.8; 3.14; 3.50004e-16
74.8; 3.14; 3.50004e-16
74.85; 3.14; 3.50004e-16
74.85; 3.14; 3.50004e-16
74.9; 3.14; 3.50004e-16
74.9; 3.14; 3.50004e-16
74.95; 3.14; 3.50004e-16
74.95; 3.14; 3.50004e-16
75; 3.14; 3.50004e-16
75; 3.14; 3.50004e-16
75.05; 3.14; 3.50004e-16
75.05; 3.14; 3.50004e-16
75.1; 3.14; 3.50004e-16
75.1; 3.14; 3.50004e-16
75.15; 3.14; 3.50004e-16
75.15; 3.14; 3.50004e-16
75.2; 3.14; 3.50004e-16
75.2; 3.14; 3.50004e-16
75.25; 3.14; 3.50004e-16
75.25; 3.14; 3.50004e-16
75.3; 3.14; 3.50004e-16
75.3; 3.14; 3.50004e-16
75.35; 3.14; 3.50004e-16
75.35; 3.14; 3.50004e-16
75.4; 3.14; 3.50004e-16
75.4; 3.14; 3.50004e-16
75.45; 3.14; 3.50004e-16
75.45; 3.14; 3.50004e-16
75.5; 3.14; 3.50004e-16
75.5; 3.14; 3.50004e-16
75.55; 3.14; 3.50004e-16
75.55; 3.14; 3.50004e-16
75.6; 3.14; 3.50004e-16
75.6; 3.14; 3.50004e-16
75.65; 3.14; 3.50004e-16
75.65; 3.14; 3.50004e-16
75.7; 3.14; 3.50004e-16
75.7; 3.14; 3.50004e-16
75.75; 3.14; 3.50004e-16
75.75; 3.14; 3.50004e-16
75.8; 3.14; 3.50004e-16
75.8; 3.14; 3.50004e-16
75.85; 3.14; 3.50004e-16
75.85; 3.14; 3.50004e-16
75.9; 3.14; 3.50004e-16
75.9; 3.14; 3.50004e-16
75.95; 3.14; 3.50004e-16
75.95; 3.14; 3.50004e-16
76; 3.14; 3.50004e-16
76; 3.14; 3.50004e-16
76.05; 3.14; 3.50004e-16
76.05; 3.14; 3.50004e-16
76.1; 3.14; 3.50004e-16
76.1; 3.14; 3.50004e-16
76.15; 3.14; 3.50004e-16
76.15; 3.14; 3.50004e-16
76.2; 3.14; 3.50004e-16
76.2; 3.14; 3.50004e-16
76.25; 3.14; 3.50004e-16
76.25; 3.14; 3.50004e-16
76.3; 3.14; 3.50004e-16
76.3; 3.14; 3.50004e-16
76.35; 3.14; 3.50004e-16
76.35; 3.14; 3.50004e-16
76.4; 3.14; 3.50004e-16
76.4; 3.14; 3.50004e-16
76.45; 3.14; 3.50004e-16
76.45; 3.14; 3.50004e-16
76.5; 3.14; 3.50004e-16
76.5; 3.14; 3.50004e-16
76.55; 3.14; 3.50004e-16
76.55; 3.14; 3.50004e-16
76.6; 3.14; 3.50004e-16
76.6; 3.14; 3.50004e-16
76.65; 3.14; 3.50004e-16
76.65; 3.14; 3.50004e-16
76.7; 3.14; 3.50004e-16
76.7; 3.14; 3.50004e-16
76.75; 3.14; 3.50004e-16
76.75; 3.14; 3.50004e-16
76.8; 3.14; 3.50004e-16
76.8; 3.14; 3.50004e-16
76.85; 3.14; 3.50004e-16
76.85; 3.14; 3.50004e-16
76.9; 3.14; 3.50004e-16
76.9; 3.14; 3.50004e-16
76.95; 3.14; 3.50004e-16
76.95; 3.14; 3.50004e-16
77; 3.14; 3.50004e-16
77; 3.14; 3.50004e-16
77.05; 3.14; 3.50004e-16
77.05; 3.14; 3.50004e-16
77.1; 3.14; 3.50004e-16
77.1; 3.14; 3.50004e-16
77.15; 3.14; 3.50004e-16
77.15; 3.14; 3.50004e-16
77.2; 3.14; 3.50004e-16
77.2; 3.14; 3.50004e-16
77.25; 3.14; 3.50004e-16
77.25; 3.14; 3.50004e-16
77.3; 3.14; 3.50004e-16
77.3; 3.14; 3.50004e-16
77.35; 3.14; 3.50004e-16
77.35; 3.14; 3.50004e-16
77.4; 3.14; 3.50004e-16
77.4; 3.14; 3.50004e-16
77.45; 3.14; 3.50004e-16
77.45; 3.14; 3.50004e-16
77.5; 3.14; 3.50004e-16
77.5; 3.14; 3.50004e-16
77.55; 3.14; 3.50004e-16
77.55; 3.14; 3.50004e-16
77.6; 3.14; 3.50004e-16
77.6; 3.14; 3.50004e-16
77.65; 3.14; 3.50004e-16
77.65; 3.14; 3.50004e-16
77.7; 3.14; 3.50004e-16
77.7; 3.14; 3.50004e-16
77.75; 3.14; 3.50004e-16
77.75; 3.14; 3.50004e-16
77.8; 3.14; 3.50004e-16
77.8; 3.14; 3.50004e-16
77.85; 3.14; 3.50004e-16
77.85; 3.14; 3.50004e-16
77.9; 3.14; 3.50004e-16
77.9; 3.14; 3.50004e-16
77.95; 3.14; 3.50004e-16
77.95; 3.14; 3.50004e-16
78; 3.14; 3.50004e-16
78; 3.14; 3.50004e-16
78.05; 3.14; 3.50004e-16
78.05; 3.14; 3.50004e-16
78.1; 3.14; 3.50004e-16
78.1; 3.14; 3.50004e-16
78.15; 3.14; 3.50004e-16
78.15; 3.14; 3.50004e-16
78.2; 3.14; 3.50004e-16
78.2; 3.14; 3.50004e-16
78.25; 3.14; 3.50004e-16
78.25; 3.14; 3.50004e-16
78.3; 3.14; 3.50004e-16
78.3; 3.14; 3.50004e-16
78.35; 3.14; 3.50004e-16
78.35; 3.14; 3.50004e-16
78.4; 3.14; 3.50004e-16
78.4; 3.14; 3.50004e-16
78.45; 3.14; 3.50004e-16
78.45; 3.14; 3.50004e-16
78.5; 3.14; 3.50004e-16
78.5; 3.14; 3.50004e-16
78.55; 3.14; 3.50004e-16
78.55; 3.14; 3.50004e-16
78.6; 3.14; 3.50004e-16
78.6; 3.14; 3.50004e-16
